time_s,flag,side,left_contact,right_contact,left_foot_z_m,right_foot_z_m,trunk_z_m,trunk_tilt_deg,head_yaw_rad,head_roll_rad,neck_pitch_rad,head_pitch_rad,action_head_yaw,action_head_roll,forbidden_ground_contact,root_x_m,root_y_m
0.3,0,-1,1,1,-0.0003538563445839721,-0.00017127659023258648,0.12364109814016971,2.74282472535635,0.0006697560692181595,0.0005273493367931744,0.3564985000261729,0.4076044873511074,0.0,0.0,0,-0.002890963918696793,0.0004276460760445151
0.32,0,-1,1,1,-0.0003180371766221511,-0.00016632759399995423,0.12373720307379509,2.6508887215463357,0.0006698728592829075,0.0005526995282397445,0.35707408083880005,0.40763975767435784,0.0,0.0,0,-0.0026390703745946685,0.00027853666940561353
0.34,0,-1,1,1,-0.00025329548101371904,-0.00015869906115865626,0.12381666257280413,2.6126635977155606,0.0006645155604977467,0.0005734482101734854,0.357760951242922,0.4076387027985075,0.0,0.0,0,-0.0023829773285625115,0.00017495471018416357
0.36,0,-1,1,1,-0.0002745883940888788,-0.00017800268154959456,0.12382646209140281,2.6267842449046706,0.0006569968850819841,0.0005856543556980417,0.358413958246963,0.4076286969556131,0.0,0.0,0,-0.0021085130549087124,0.00019690770866108504
0.38,0,-1,1,1,-0.00045844367887724544,-0.00021256078879001647,0.12375315971758657,2.6986264823016772,0.000650213746966302,0.0006008315927281874,0.3591628322028193,0.40762383746909975,0.0,0.0,0,-0.0017730111598941597,0.00036135109514253604
0.4,0,-1,1,1,-0.0004624521080650347,-0.00016572671212268866,0.12381485623561614,2.804746137120787,0.0006505364174651276,0.000629560832484034,0.35982889417574165,0.40763203259107555,0.0,0.0,0,-0.001433569267519566,0.00041527903734929353
0.42,0,-1,1,1,-0.0003896721271538922,-0.00012980611454475183,0.12389775977702035,2.9481020948291876,0.0006401676782372084,0.0006514235355947648,0.3599070081920384,0.4076660956006423,0.0,0.0,0,-0.0012446513019827145,0.00039344094078384704
0.44,0,-1,1,1,-0.0003393142305007542,-0.0001122880685223912,0.1239602944603755,3.114413065153584,0.000635643246434049,0.0006713158839288874,0.3598161671257509,0.40771134154418986,0.0,0.0,0,-0.0011480069150795586,0.00038013966349609307
0.46,0,-1,1,1,-0.0003210339206247449,-0.00012765770829288592,0.12399515216086894,3.2750360556084557,0.0006401837109831453,0.000693490144706194,0.3593260445845149,0.4078052028154573,0.0,0.0,0,-0.001165854042307082,0.00036312768199294756
0.48,0,-1,1,1,-0.00031421940981259805,-0.00014706818526204896,0.12402832807973478,3.4105464153388168,0.0006433976936086448,0.0007148256769804309,0.35841354433057926,0.4080553862800902,0.0,0.0,0,-0.0012732726985837165,0.00035139358409699747
0.5,0,-1,1,1,-0.000311923136322681,-0.00015897133789777654,0.12406771114299578,3.5051251554018834,0.0006452559375472318,0.0007356667069384076,0.3571549847954467,0.40848704132650787,0.0,0.0,0,-0.0014379385906345059,0.0003459491004854392
0.52,0,-1,1,1,-0.00031270760076644935,-0.0001624710095195249,0.12411300401082523,3.5480999524748116,0.0006496093598786759,0.0007569142229912391,0.3558315921928884,0.40901968360946106,0.0,0.0,0,-0.0015973408968189705,0.00034477884098370684
0.54,0,-1,1,1,-0.0003134936699612338,-0.00016806047313937256,0.12414906422055973,3.5477567265630006,0.0006522835461364127,0.0007779157058730115,0.3544741146200881,0.4095846724678174,0.0,0.0,0,-0.0017736736069988881,0.000337613978843774
0.56,0,-1,1,1,-0.0003109136916589518,-0.00015843504277611095,0.12418808326780215,3.50664972030461,0.0006514312334420394,0.0007969523063475435,0.3535150908978136,0.41005876213177905,0.0,0.0,0,-0.0018880429190562362,0.00034398749214872284
0.58,0,-1,1,1,-0.00031030015758743215,-0.0001374182859925667,0.1242206194706133,3.4499683669309924,0.0006525107147620662,0.000817007348125703,0.3530935606502475,0.4102753724747898,0.0,0.0,0,-0.0019403990021623135,0.0003569482677903655
0.6,0,-1,1,1,-0.00031091072475367826,-0.00012065349848044624,0.12424372020519756,3.401651950943535,0.0006541365650877429,0.0008375966821687771,0.3530468434781533,0.4103183130777874,0.0,0.0,0,-0.0019474890574781498,0.00036269408916661267
0.62,0,-1,1,1,-0.0003098037105188946,-0.00010834814523949868,0.12425756627646047,3.3630418398655917,0.0006593233387981677,0.0008585489574199406,0.3530647379582848,0.4103351442934389,0.0,0.0,0,-0.0018999033895596784,0.00036464987371671794
0.64,0,-1,1,1,-0.000312146343289188,-0.00010780618431377106,0.12425729416513284,3.3401233008628237,0.00066080529331113,0.0008791654310145863,0.3530750683186275,0.41035328805516796,0.0,0.0,0,-0.001856205752304894,0.00035212466183559365
0.66,0,-1,1,1,-0.00031094926375344056,-0.00010960004672936133,0.12425697906718484,3.329609947097894,0.0006632218459779372,0.0008999410029368282,0.35308014281678163,0.4103732906267777,0.0,0.0,0,-0.0018022442296544991,0.00033186759606594314
0.68,0,-1,1,1,-0.000311493612754038,-0.00011563588615194284,0.12425324732912914,3.3356881381700223,0.0006635775096721724,0.000919484660297608,0.3530823063684826,0.41039679934179124,0.0,0.0,0,-0.0017550284864872793,0.0003146633438386737
0.7,0,-1,1,1,-0.0003116238438485783,-0.00012434592557948945,0.12425066064150611,3.3459255698563846,0.0006658307634049956,0.0009399332069970807,0.3530707328515101,0.41042563301204393,0.0,0.0,0,-0.0017104904528332729,0.0002899277113115573
0.72,0,-1,1,1,-0.00034184153787094815,-0.0001297998263494228,0.12423352551643595,3.363392241443543,0.0006619549488704937,0.0009568084338763063,0.35304894691137323,0.4104603942916204,0.0,0.0,0,-0.0016881375510109243,0.000317207573659748
0.74,0,-1,1,1,-0.0003363208691432758,-0.00013484321307842898,0.12423591615916645,3.3679067099203737,0.0006671228400627215,0.0009774116213298336,0.3530314862654778,0.41049251290078126,0.0,0.0,0,-0.0016598859530905488,0.0003067559986015875
0.76,0,-1,1,1,-0.00035240507368392016,-0.0001286021424021025,0.12423224356032701,3.3773004741279724,0.0006656075586821685,0.0009965577761609937,0.35301422849373193,0.41052729829434353,0.0,0.0,0,-0.0016481369197063475,0.00031870383552284084
0.78,0,-1,1,1,-0.00036554214842685756,-0.00013739806159456663,0.12422374171146162,3.3779703191609687,0.0006702643900795236,0.001016422661486218,0.3529946377928787,0.41055869669940337,0.0,0.0,0,-0.0016369203448368577,0.00032211975234098047
0.8,0,-1,1,1,-0.00036845871737070657,-0.0001337653825772174,0.12422517737606296,3.379277582410995,0.0006698876956115189,0.0010348372330461018,0.352979244052988,0.4105897513867969,0.0,0.0,0,-0.0016331872028640592,0.0003298309655331378
0.82,0,-1,1,1,-0.00035803737804490643,-0.00013043151815762474,0.1242349052998582,3.3756953133960135,0.0006733668016105104,0.0010546383247082138,0.35297197757854865,0.4106171108500035,0.0,0.0,0,-0.0016124571355120572,0.00032549806139114935
0.84,0,-1,1,1,-0.0003673325184465233,-0.0001323603600044687,0.12422943309812412,3.3772470399426076,0.0006755041890030914,0.0010751098298319621,0.3529527384408988,0.41065124482494775,0.0,0.0,0,-0.0016183264848731057,0.00031481334378749245
0.86,0,-1,1,1,-0.00038804595322218527,-0.00013621222044602962,0.12422134005345614,3.3776088188642976,0.0006754440033183337,0.001091069290905696,0.35294302071039846,0.4106755984725964,0.0,0.0,0,-0.0016006180132185884,0.0003410941077110348
0.88,0,-1,1,1,-0.0003847403086713469,-0.00012906626893033346,0.12422679904380449,3.377585211600862,0.0006789744627230247,0.0011132092147922905,0.3529283492840969,0.41071046140276757,0.0,0.0,0,-0.0016053683856940516,0.00033289875511399866
0.9,0,-1,1,1,-0.0003649178309285822,-0.00012919789600079543,0.1242393246453278,3.368870293626405,0.0006809182489365555,0.0011296921005885417,0.352922224420337,0.4107333203973677,0.0,0.0,0,-0.0015893506202004806,0.00032626078923572493
0.92,0,-1,1,1,-0.0003867574481001765,-0.0001311168508046981,0.12422810857320095,3.37231158938722,0.0006826421103317328,0.0011503452137232113,0.3529072459288748,0.4107660345582174,0.0,0.0,0,-0.001595801375948053,0.00032622927018490975
0.94,0,-1,1,1,-0.00036798452195670184,-0.00012855500516730303,0.12424035022297389,3.367125372678721,0.0006840537997141496,0.0011667175818464574,0.3529023416931126,0.4107887829916577,0.0,0.0,0,-0.0015796679397218731,0.00032297841856402656
0.96,0,-1,1,1,-0.00038697625754858384,-0.00013050202646215647,0.12423054651465154,3.3711498743228767,0.0006898072396504153,0.0011883644550174503,0.352895710646442,0.41081775287294986,0.0,0.0,0,-0.001574292831493953,0.0003181045790893042
0.98,0,-1,1,1,-0.0003800815799712802,-0.00013765096220811485,0.1242311378302182,3.3677782798904947,0.0006873296608833234,0.0012039981351869206,0.3528768419316797,0.41084659057208245,0.0,0.0,0,-0.001571804788859395,0.00031577776846192896
1.0,0,-1,1,1,-0.00038395684566251004,-0.00012702148034191355,0.12423516685889192,3.3718124719863627,0.0006929328543067506,0.00122495365007164,0.3528740450585199,0.41087415040736197,0.0,0.0,0,-0.0015629178409982836,0.00031361948334454376
1.02,0,-1,1,1,-0.0003794907701426403,-0.00013984683635142464,0.12423194539312367,3.3664488339029464,0.0006926186157364432,0.0012412127876862628,0.3528512971543258,0.41090346567264485,0.0,0.0,0,-0.0015641644955422386,0.0003046799517831923
1.04,0,-1,1,1,-0.0003813402069958935,-0.00012937140703182803,0.12423708877600728,3.368804452887751,0.0006942998279273212,0.0012606111246270752,0.3528455822770395,0.4109322491595878,0.0,0.0,0,-0.0015611618011779013,0.0003017147906286512
1.06,0,-1,1,1,-0.0003950781432262504,-0.00013940008973716347,0.12422662329801887,3.3674706942107373,0.000693834102586098,0.0012757532103692825,0.35283382512429456,0.41095717243701346,0.0,0.0,0,-0.0015542343123035294,0.0003174712023161078
1.08,0,-1,1,1,-0.00038257872716421226,-0.000133219478618829,0.1242363049019818,3.365000137215716,0.0007038313542819865,0.0012985473181658929,0.35283246049773676,0.410983484798852,0.0,0.0,0,-0.0015430052113765704,0.00029259298399419813
1.1,0,-1,1,1,-0.0003893050296996485,-0.0001364509069718342,0.12423219733293517,3.3668298499959226,0.0006964599636618198,0.0013113463585526489,0.3528146923472298,0.4110102724943329,0.0,0.0,0,-0.0015426655324041452,0.0003055318645039112
1.12,0,-1,1,1,-0.0003790024617319615,-0.0001319738697815112,0.12423942872189163,3.3668963405424326,0.0007070311433278908,0.0013339067511344387,0.3528100458809501,0.41103798554341353,0.0,0.0,0,-0.0015346911486362768,0.0002796742002400135
1.14,0,-1,1,1,-0.0003764919821994915,-0.00013638955942404246,0.12423850927163028,3.3647947096909023,0.00070167058638749,0.0013475252119034894,0.3527916669615039,0.4110660550285775,0.0,0.0,0,-0.0015380046863127704,0.00028711036268265673
1.16,0,-1,1,1,-0.00037650889710117916,-0.00012673819226572888,0.12424573265978733,3.368334751677686,0.0007098143618235989,0.001368412181393918,0.35279443536968047,0.41108836820315153,0.0,0.0,0,-0.0015115828333617182,0.00027585500409338485
1.18,0,-1,1,1,-0.00039751434749444106,-0.00014648393204355278,0.12422491397413064,3.368774157242519,0.0007049543084268461,0.001382295857515153,0.3527657778828519,0.41112112451409916,0.0,0.0,0,-0.0015243084261594762,0.0002878920671149104
1.2,0,-1,1,1,-0.0003769015251025229,-0.00013172185107724124,0.1242427547836738,3.366399615266149,0.000715385314218564,0.0014040829308308268,0.352764599338715,0.41114664474296453,0.0,0.0,0,-0.0015171406668766363,0.00026308655246182086
1.22,0,-1,1,1,-0.000401548913403698,-0.00014276724292269782,0.12422616599421349,3.366933332908413,0.000708825614783281,0.001416785592394996,0.3527480716784428,0.41117336706505164,0.0,0.0,0,-0.001520949509362051,0.0002899338482771534
1.24,0,-1,1,1,-0.0003728019289430916,-0.00012674580443717068,0.12424936610438822,3.365664076755019,0.0007195543477646366,0.0014387615011956217,0.35275002773067476,0.41119592705201347,0.0,0.0,0,-0.0014998728414097214,0.00025666986106097567
1.26,0,-1,1,1,-0.000399230537888335,-0.0001436806178696827,0.12422779292367125,3.3668904669529383,0.0007122821292940757,0.0014509354944919623,0.35272781864209823,0.41122547212180693,0.0,0.0,0,-0.0015087698951625982,0.00027841431420454497
1.28,0,-1,1,1,-0.000371624559276227,-0.00013238421652862417,0.1242474264268521,3.363719930051208,0.0007222292723262841,0.001471083177491121,0.3527252778465791,0.41124806699492433,0.0,0.0,0,-0.0014934334105400973,0.0002541413241706768
1.3,0,-1,1,1,-0.000396616827045608,-0.00013971109346727975,0.12423182968904212,3.3672013110092696,0.0007155006359832719,0.0014846887126631176,0.35271026957779833,0.41127668156644154,0.0,0.0,0,-0.0014987824279411805,0.00027299810450590414
1.32,0,-1,1,1,-0.00036792114191366507,-0.0001284854918043206,0.12425226463590011,3.3650411042779913,0.000725949365635498,0.0015046622214556,0.3527077294376457,0.41129823187087666,0.0,0.0,0,-0.0014804585593252873,0.00024757957500400355
1.34,0,-1,1,1,-0.000395662172726817,-0.00014469820889957685,0.12423063342596398,3.3661071159937688,0.0007205846308758701,0.0015186381137331977,0.35268659357204707,0.4113293344754848,0.0,0.0,0,-0.0014916145322309566,0.0002567107319043268
1.36,0,-1,1,1,-0.00036779370859181884,-0.00013065791731338774,0.12425083705826533,3.3643039608642056,0.0007304804811026146,0.001539388842279266,0.352681938253657,0.4113539418917108,0.0,0.0,0,-0.001486596513423919,0.00022210929650618932
1.38,0,-1,1,1,-0.0003924267342227533,-0.00013880765755099403,0.12423627364061751,3.365477502218752,0.0007252046954724104,0.0015514709338420763,0.3526669098680457,0.4113789742470209,0.0,0.0,0,-0.0014874485611067368,0.00024723705981314053
1.4,0,-1,1,1,-0.00038679870559360854,-0.0001414091367360447,0.12423694797375384,3.3620724936992494,0.0007286271816843549,0.001568846254724482,0.352655092194246,0.41140621039071407,0.0,0.0,0,-0.0014918486007831017,0.00023685362774034132
1.42,0,-1,1,1,-0.00038451997007146743,-0.00013797729778947457,0.12424034425368889,3.3601836105137735,0.0007302639486160564,0.001584918171816928,0.3526466831960337,0.41142998482394244,0.0,0.0,0,-0.0014909461071080034,0.0002349868179481382
1.44,0,-1,1,1,-0.000386383992795062,-0.00013950460980570803,0.12423881430633993,3.3589603629243334,0.0007322488154342676,0.0016011450649801285,0.3526374593951584,0.4114544254843461,0.0,0.0,0,-0.0014907021897721789,0.00023180380435442328
1.46,0,-1,1,1,-0.0003847654351116954,-0.00013542177822237558,0.1242419482365376,3.359233793306996,0.0007355643356501383,0.0016174335694312777,0.35263927890947,0.4114746417531967,0.0,0.0,0,-0.0014783538653143297,0.00023132194150282605
1.48,0,-1,1,1,-0.00038721278951877117,-0.00014542769038199121,0.12423564694959233,3.3567366515960213,0.0007342770976586833,0.0016315742345993627,0.3526158901729604,0.41150284352218297,0.0,0.0,0,-0.0014853048144329545,0.0002342741561220624
1.5,0,-1,1,1,-0.0003964456042647585,-0.0001360727243180579,0.124236882241907,3.3593398812384874,0.0007407164751254943,0.0016507620440436843,0.3526215875206308,0.41152487970200896,0.0,0.0,0,-0.001473453120284892,0.0002352285460724942
1.52,0,-1,1,1,-0.0003794492105488427,-0.00014701100540729511,0.12423836894939976,3.352721677044554,0.0007395439295837793,0.0016645361094558386,0.35259417041437396,0.41155338477929193,0.0,0.0,0,-0.0014871528911002537,0.0002147435838347642
1.54,0,-1,1,1,-0.0003872494736464824,-0.00013920201933607587,0.12424010847331911,3.355134315751989,0.0007445052694147204,0.0016824340726720524,0.3526164353012177,0.4115732547796951,0.0,0.0,0,-0.0014683712161848409,0.00021018122508520954
1.56,0,-1,1,1,-0.00037938101821842485,-0.00014068794346071625,0.12424215569648674,3.3541867950675512,0.0007429265556344293,0.0016969713332538002,0.3525960655654325,0.4116022609030425,0.0,0.0,0,-0.0014799852506033005,0.00019690877655253878
1.58,0,-1,1,1,-0.0003714421424424047,-0.0001402377316472303,0.12424719199149288,3.3511647076509457,0.0007460186678200325,0.0017105191180605969,0.352598905208234,0.41161858282212277,0.0,0.0,0,-0.0014627914625378823,0.00020220823188880013
1.6,0,-1,1,1,-0.0003929046502826987,-0.00014179645103466407,0.12423591102395698,3.357170790405841,0.0007488030242329295,0.0017288591145309719,0.3525856126177377,0.4116467311476316,0.0,0.0,0,-0.0014664359556473946,0.00020009777207671698
1.62,0,-1,1,1,-0.00037800676562415453,-0.00013852930881717157,0.12424571968503113,3.356164581397518,0.0007517223155583578,0.0017441863646028477,0.35258285793919114,0.4116673605236769,0.0,0.0,0,-0.0014499654353325494,0.00018309839115723697
1.64,0,-1,1,1,-0.0003860761711235103,-0.0001415136110522637,0.12423921285564662,3.3586054188571555,0.0007516533739635227,0.0017589642982391892,0.3525663868730756,0.4116946498204846,0.0,0.0,0,-0.0014554508276370612,0.0001845585636525209
1.66,0,-1,1,1,-0.00039777345664184643,-0.00014249637441019272,0.12423353933283975,3.3600228700888652,0.0007497666886947489,0.00177093788531255,0.3525588098598026,0.41171568284628485,0.0,0.0,0,-0.0014507376672971293,0.00020855619669314594
1.68,0,-1,1,1,-0.00038755406393850556,-0.00014081132403028981,0.12423899683822996,3.358104149995752,0.0007574530006041018,0.001791184816380562,0.35253551354700097,0.41174709948183086,0.0,0.0,0,-0.0014637828449672403,0.0001778931750160089
1.7,0,-1,1,1,-0.00036341629070833076,-0.0001417709792563282,0.12425057544097963,3.34775436897364,0.0007580404197772835,0.0018026458282272497,0.35253978503193906,0.41176286934759865,0.0,0.0,0,-0.0014518352509143026,0.00016539102429458726
1.72,0,-1,1,1,-0.00038321703166577237,-0.0001385392327087273,0.1242430803595227,3.3536428522969817,0.0007571733545932144,0.001819081900322146,0.35252070223299914,0.41179132760963144,0.0,0.0,0,-0.0014617957064876187,0.00016548071436024446
1.74,0,-1,1,1,-0.0003686974701013826,-0.00013659514213826274,0.1242517631658235,3.350675109720302,0.000760289193688346,0.0018319877496932116,0.35252205361831584,0.41180712002835607,0.0,0.0,0,-0.0014469856311936486,0.00016458360029670117
1.76,0,-1,1,1,-0.00039258297902240377,-0.00014190551791418843,0.1242371428842559,3.355888750231799,0.0007622094156345228,0.0018490567258174343,0.3525110413176782,0.4118340070136894,0.0,0.0,0,-0.0014507346160229002,0.00016360202488317668
1.78,0,-1,1,1,-0.0003823502873248792,-0.00014313523152406638,0.12424237095150842,3.355313148030718,0.0007630149268956392,0.00186183491217614,0.35250624700849525,0.411852635785311,0.0,0.0,0,-0.0014349162142356922,0.00016288486369013758
1.8,0,-1,1,1,-0.00038844116759570793,-0.00014523488966226156,0.12423693087986887,3.3578675099721016,0.0007655125000818917,0.0018785831876829027,0.3524905509853408,0.41188144971523805,0.0,0.0,0,-0.0014446826692400942,0.0001481480345133017
1.82,0,-1,1,1,-0.0003945455297088771,-0.00014597958196471,0.1242353038706413,3.359442892771952,0.0007655034870096996,0.0018903055448042994,0.3524864254396804,0.4118986606918614,0.0,0.0,0,-0.0014298540818778905,0.00016032826433413076
1.84,0,-1,1,1,-0.0003844576555490156,-0.00014004013931255208,0.12424153050147228,3.360673290199632,0.0007698884029924446,0.0019080521798437975,0.3524721128176612,0.4119269533095003,0.0,0.0,0,-0.0014382130644085265,0.00013983960114844854
1.86,0,-1,1,1,-0.0003908555049738985,-0.00014445880170250655,0.12423839822881545,3.3601636100115315,0.0007702011494313812,0.001919551611566348,0.3524668320235573,0.4119440641328762,0.0,0.0,0,-0.0014222224317808742,0.00014749925695205367
1.88,0,-1,1,1,-0.00038333274199724154,-0.00014181113932041148,0.12424189112121722,3.3606356195218647,0.0007727515037070101,0.0019364170433792854,0.35245388922717147,0.41197192522735054,0.0,0.0,0,-0.0014293710732783422,0.0001282729560122228
1.9,0,-1,1,1,-0.0003778804491730743,-0.00014264027119733833,0.12424530527418634,3.358364506606,0.0007743195768734208,0.0019488741576419205,0.3524468355908209,0.41199071084453526,0.0,0.0,0,-0.0014199401041909776,0.00012944660615397434
1.92,0,-1,1,1,-0.00038024524652058647,-0.00014230682451986387,0.124243369654353,3.3598732844218375,0.0007733159728465996,0.0019628117166998445,0.35242226096658913,0.41201932572072625,0.0,0.0,0,-0.0014354898981520454,0.00012434723354314377
1.94,0,-1,1,1,-0.00039267226758096796,-0.00014058179369225501,0.1242396026160352,3.3604584880625,0.0007758080096006448,0.0019762234817265506,0.35243382645376525,0.4120347030292816,0.0,0.0,0,-0.001418570722959155,0.00013505375952865869
1.96,0,-1,1,1,-0.00037751045482882495,-0.0001430790152993286,0.12424413549283224,3.3568815661338305,0.0007831269435053264,0.0019945908068388753,0.35241172400063414,0.41206373822494685,0.0,0.0,0,-0.0014317067582033897,9.257439553401483e-05
1.98,0,-1,1,1,-0.0003933806947211266,-0.0001441673092133812,0.12423753138556873,3.356124258166342,0.0007786260661513981,0.002003831610430002,0.3524210511132205,0.4120804708557282,0.0,0.0,0,-0.0014233676145341322,0.00011912936937206819
2.0,0,-1,1,1,-0.00039075266679748297,-0.00014923749652471716,0.12423504286199039,3.3536378978579875,0.0007821008863408224,0.002019111361562766,0.35240938723109727,0.41210587445275876,0.0,0.0,0,-0.0014339313116771071,0.00010468477073710378
2.02,1,-1,1,1,-0.00034642891972003556,-0.00016437626352920273,0.12419497496495904,3.344658222002895,0.0007501169318869686,0.002017878617122707,0.3524317639212434,0.4121110857920095,0.0,0.0,0,-0.0013145613155754856,0.00025012328522105033
2.04,1,-1,1,1,-0.00029593573562787523,-0.00021172011163981055,0.12403169822668889,3.327883952136304,0.0007250040597684807,0.002016298343450711,0.352476280506,0.4121028191769883,0.0,0.0,0,-0.0010002600570637862,0.0006576072970500269
2.06,1,-1,1,1,-0.0002733301141067089,-0.0002703987509410921,0.12378881383425284,3.3368019299886615,0.0007143743184075059,0.0020226423905047707,0.35250261292799745,0.4121008725428653,0.0,0.0,0,-0.0006443679393375394,0.001164119797225394
2.08,1,-1,1,1,-0.00024777395456207843,-0.00031487512831520487,0.12352829245729072,3.4072766917358988,0.000707512664212189,0.0020328581593050963,0.35273941905212963,0.41209467075747225,0.0,0.0,0,-0.0002443113390984836,0.001679245495574303
2.1,1,-1,1,1,-0.00020206713296354317,-0.00031438347463623104,0.1233064917347929,3.542298455456852,0.0007095650904922083,0.0020459580305180955,0.35288326599090974,0.41209643810897173,0.0,0.0,0,0.00015230600597101676,0.0021819470153918302
2.12,1,-1,1,1,-0.00017031509925600347,-0.00030591941646417736,0.12309665388639483,3.730129068778117,0.0007151433292828224,0.0020608878925091802,0.35290824412040894,0.41210491694443024,0.0,0.0,0,0.0004939795191692638,0.0026654029333931695
2.14,1,-1,1,1,-0.00014473388356905578,-0.00033491439767142916,0.12289562897916577,3.953628692047276,0.0007701529655717152,0.002084349984499755,0.35291830650084344,0.41211170662074953,0.0,0.0,0,0.000770090760328489,0.0030570838587650846
2.16,1,-1,1,1,-0.00010753083533443855,-0.0003767320880280478,0.12272618111872945,4.191833243301759,0.0008069009116851892,0.002105848154060043,0.3529006118254617,0.4121369798876658,0.0,0.0,0,0.0009859931518674087,0.0033833908212528
2.18,1,-1,1,1,-4.982544085726723e-05,-0.00039214310525436183,0.1226076559988702,4.428431493573115,0.0008367885477608718,0.0021265915444746842,0.35275674491299064,0.4121808819311904,0.0,0.0,0,0.0010801604853895913,0.00368702763867096
2.2,1,-1,1,1,8.210645016451523e-06,-0.0003912968821420809,0.1225186889287593,4.651307435033482,0.0008532672438941318,0.002144168835787531,0.35252267589855546,0.4122262850210402,0.0,0.0,0,0.0011262325683327214,0.003976084892454805
2.22,1,-1,1,1,5.1972833966209414e-05,-0.0003879094957077063,0.12244941478181584,4.842655923270874,0.0008765523839316515,0.002163035130596701,0.3519962143698629,0.4123157158289343,0.0,0.0,0,0.001112487884135785,0.0042899379622819605
2.24,1,-1,1,1,8.13442072294876e-05,-0.0003839211806198235,0.12239258775216819,5.001374130117793,0.0008947808417102127,0.0021807237900018793,0.35138952579542176,0.4124288802064907,0.0,0.0,0,0.0010868559205108705,0.004605021101206761
2.26,1,-1,1,1,0.00010213303767746609,-0.0003724993137282119,0.12235070853422689,5.1357221276354705,0.0009127120485847626,0.0021989427046040203,0.350959324373331,0.4125027029116049,0.0,0.0,0,0.0010947818026883637,0.004912432699201554
